		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW			Rain	Heat	Cool	In 	In	In 	In 	In 	In Air	Wind	Wind	ISS 	Arc.
08/25/13	11:41 a	26.6	26.6	26.6	19	1.1	2.2	SE	0.13	3.6	S	26.6	24.9	24.9	756.9	0.00	0.0	0.000	0.006	30.7	16	2.0	28.7	3.65	1.1494	24	1	100.0	1
08/25/13	11:42 a	26.6	26.6	26.6	19	1.0	2.7	SE	0.16	3.6	SSE	26.6	24.8	24.8	756.8	0.00	0.0	0.000	0.006	30.8	16	2.1	28.8	3.65	1.1490	23	1	100.0	1
08/25/13	11:43 a	26.5	26.6	26.5	19	1.0	3.1	S	0.19	4.0	S	26.5	24.8	24.8	756.8	0.00	0.0	0.000	0.006	30.8	16	2.1	28.8	3.65	1.1488	23	1	100.0	1
08/25/13	11:44 a	26.4	26.5	26.4	19	0.9	3.6	SSE	0.21	4.9	SE	26.2	24.7	24.5	756.8	0.00	0.0	0.000	0.006	30.9	16	2.1	28.8	3.65	1.1485	24	1	100.0	1
08/25/13	11:45 a	26.4	26.5	26.4	19	0.9	3.1	SE	0.19	4.5	SE	26.4	24.7	24.7	756.8	0.00	0.0	0.000	0.006	30.9	16	2.1	28.8	3.65	1.1485	23	1	100.0	1
08/25/13	11:46 a	26.4	26.5	26.4	19	0.9	4.0	SE	0.24	5.8	SE	25.8	24.7	24.1	756.8	0.00	0.0	0.000	0.006	30.9	16	2.1	28.8	3.65	1.1485	24	1	100.0	1
08/25/13	11:47 a	26.5	26.5	26.4	19	1.0	4.0	SE	0.24	5.4	SE	25.9	24.8	24.2	756.8	0.00	0.0	0.000	0.006	30.9	16	2.2	28.8	3.65	1.1483	23	1	100.0	1
08/25/13	11:48 a	26.5	26.5	26.5	19	1.0	3.6	ESE	0.21	4.9	SE	26.3	24.8	24.6	756.8	0.00	0.0	0.000	0.006	30.9	16	2.2	28.8	3.65	1.1483	24	1	100.0	1
08/25/13	11:49 a	26.5	26.5	26.5	19	1.0	3.1	SE	0.19	4.9	SE	26.5	24.8	24.8	756.8	0.00	0.0	0.000	0.006	30.9	16	2.2	28.8	3.65	1.1483	23	1	100.0	1
08/25/13	11:50 a	26.6	26.6	26.6	19	1.1	1.8	SE	0.11	2.7	ESE	26.6	24.9	24.9	756.8	0.00	0.0	0.000	0.006	31.0	16	2.2	28.9	3.65	1.1481	23	1	100.0	1
08/25/13	11:51 a	26.7	26.7	26.6	19	1.2	4.0	SE	0.24	4.9	SE	26.1	25.0	24.4	756.7	0.00	0.0	0.000	0.006	31.0	16	2.2	28.9	3.65	1.1479	24	1	100.0	1
08/25/13	11:52 a	26.7	26.7	26.7	19	1.2	2.2	SE	0.13	4.0	SE	26.7	25.0	25.0	756.8	0.00	0.0	0.000	0.006	31.1	16	2.3	28.9	3.65	1.1478	23	1	100.0	1
08/25/13	11:53 a	26.8	26.8	26.8	19	1.2	3.6	SE	0.21	7.2	SE	26.6	25.1	24.8	756.7	0.00	0.0	0.000	0.006	31.1	16	2.3	28.9	3.65	1.1477	24	1	100.0	1
08/25/13	11:54 a	26.8	26.8	26.8	19	1.3	4.5	SE	0.27	5.8	SE	25.9	25.1	24.2	756.7	0.00	0.0	0.000	0.006	31.1	16	2.3	28.9	3.65	1.1474	23	1	100.0	1
08/25/13	11:55 a	26.8	26.8	26.8	19	1.2	3.6	SE	0.21	7.2	ESE	26.6	25.1	24.8	756.7	0.00	0.0	0.000	0.006	31.2	16	2.4	28.9	3.65	1.1472	23	1	100.0	1
08/25/13	11:56 a	26.8	26.8	26.8	19	1.2	3.6	SE	0.21	5.8	ESE	26.6	25.1	24.8	756.7	0.00	0.0	0.000	0.006	31.2	16	2.4	28.9	3.65	1.1471	24	1	100.0	1
08/25/13	11:57 a	26.8	26.8	26.8	19	1.3	3.6	SE	0.21	5.4	ESE	26.6	25.1	24.9	756.7	0.00	0.0	0.000	0.006	31.2	16	2.4	29.0	3.65	1.1469	23	1	100.0	1
08/25/13	11:58 a	26.8	26.8	26.8	19	1.3	4.5	SE	0.27	5.4	SE	25.9	25.1	24.2	756.6	0.00	0.0	0.000	0.006	31.2	16	2.4	29.0	3.65	1.1469	24	1	100.0	1
08/25/13	11:59 a	26.8	26.8	26.8	18	0.5	3.6	SE	0.21	5.4	ESE	26.6	25.1	24.8	756.6	0.00	0.0	0.000	0.006	31.3	16	2.5	29.0	3.65	1.1466	23	1	100.0	1
08/25/13	12:00 p	26.8	26.8	26.8	19	1.3	2.7	ESE	0.16	4.9	SE	26.8	25.1	25.1	756.6	0.00	0.0	0.000	0.006	31.3	16	2.5	29.0	3.65	1.1466	24	1	100.0	1
08/25/13	12:01 p	26.8	26.8	26.8	18	0.5	3.6	SE	0.21	4.9	ESE	26.6	25.1	24.8	756.6	0.00	0.0	0.000	0.006	31.3	16	2.5	29.0	3.65	1.1466	23	1	100.0	1
08/25/13	12:02 p	26.8	26.8	26.8	18	0.5	4.5	SE	0.27	5.8	ESE	25.9	25.1	24.2	756.6	0.00	0.0	0.000	0.006	31.3	15	1.6	29.0	3.38	1.1468	22	1	95.7	1
08/25/13	12:03 p	26.8	26.8	26.8	19	1.2	4.0	SE	0.24	5.4	ESE	26.2	25.1	24.4	756.6	0.00	0.0	0.000	0.006	31.3	15	1.6	29.0	3.38	1.1469	24	1	100.0	1
08/25/13	12:04 p	26.7	26.8	26.7	18	0.4	4.5	SE	0.27	5.8	ESE	25.8	24.9	24.1	756.6	0.00	0.0	0.000	0.006	31.3	15	1.6	29.0	3.38	1.1468	23	1	100.0	1
08/25/13	12:05 p	26.7	26.7	26.7	18	0.4	2.7	SE	0.16	3.6	SE	26.7	24.9	24.9	756.5	0.00	0.0	0.000	0.006	31.3	15	1.6	29.0	3.38	1.1468	24	1	100.0	1
08/25/13	12:06 p	26.7	26.7	26.7	19	1.1	3.6	SE	0.21	5.4	SE	26.4	24.9	24.7	756.6	0.00	0.0	0.000	0.006	31.3	15	1.6	29.0	3.38	1.1468	23	1	100.0	1
08/25/13	12:07 p	26.7	26.7	26.7	19	1.2	3.6	SSE	0.21	4.9	ESE	26.5	25.0	24.8	756.6	0.00	0.0	0.000	0.006	31.3	15	1.6	29.0	3.38	1.1468	23	1	100.0	1
08/25/13	12:08 p	26.7	26.7	26.7	19	1.2	3.6	SE	0.21	4.9	ESE	26.5	25.0	24.8	756.6	0.00	0.0	0.000	0.006	31.3	15	1.6	29.0	3.38	1.1468	24	1	100.0	1
08/25/13	12:09 p	26.8	26.8	26.7	19	1.3	3.1	SE	0.19	4.9	ESE	26.8	25.1	25.1	756.6	0.00	0.0	0.000	0.006	31.3	15	1.6	29.0	3.38	1.1468	23	1	100.0	1
08/25/13	12:10 p	26.9	26.9	26.8	19	1.3	1.8	SSE	0.11	3.6	ESE	26.9	25.2	25.2	756.5	0.00	0.0	0.000	0.006	31.4	15	1.6	29.0	3.38	1.1465	24	1	100.0	1
08/25/13	12:11 p	27.1	27.1	26.9	19	1.4	3.6	SE	0.21	4.9	S	26.8	25.3	25.1	756.5	0.00	0.0	0.000	0.006	31.4	15	1.6	29.0	3.38	1.1465	23	1	100.0	1
08/25/13	12:12 p	27.1	27.1	27.1	18	0.7	3.1	SE	0.19	4.9	ESE	27.1	25.3	25.3	756.5	0.00	0.0	0.000	0.006	31.4	15	1.7	29.0	3.38	1.1463	24	1	100.0	1
08/25/13	12:13 p	27.1	27.1	27.1	18	0.7	3.6	SE	0.21	6.3	ESE	26.8	25.3	25.1	756.5	0.00	0.0	0.000	0.006	31.5	15	1.7	29.1	3.38	1.1460	23	1	100.0	1
08/25/13	12:14 p	27.1	27.1	27.1	18	0.7	4.5	ESE	0.27	6.7	ESE	26.3	25.3	24.5	756.5	0.00	0.0	0.000	0.006	31.5	15	1.7	29.1	3.38	1.1459	23	1	100.0	1
08/25/13	12:15 p	27.1	27.1	27.1	18	0.7	2.7	SE	0.16	4.5	ESE	27.1	25.3	25.3	756.6	0.00	0.0	0.000	0.006	31.5	15	1.7	29.1	3.38	1.1461	24	1	100.0	1
08/25/13	12:16 p	27.2	27.2	27.1	18	0.8	2.2	S	0.13	4.0	ESE	27.2	25.3	25.3	756.6	0.00	0.0	0.000	0.006	31.6	15	1.8	29.1	3.37	1.1459	23	1	100.0	1
08/25/13	12:17 p	27.2	27.2	27.2	18	0.8	2.7	SE	0.16	5.4	SE	27.2	25.3	25.3	756.4	0.00	0.0	0.000	0.006	31.6	15	1.8	29.1	3.37	1.1457	24	1	100.0	1
08/25/13	12:18 p	27.2	27.2	27.2	18	0.8	4.0	ESE	0.24	5.8	ESE	26.7	25.4	24.8	756.5	0.00	0.0	0.000	0.006	31.6	15	1.8	29.1	3.37	1.1457	23	1	100.0	1
08/25/13	12:19 p	27.3	27.3	27.2	18	0.9	4.5	SE	0.27	5.4	S	26.4	25.4	24.6	756.5	0.00	0.0	0.000	0.006	31.6	15	1.8	29.1	3.37	1.1455	23	1	100.0	1
08/25/13	12:20 p	27.2	27.3	27.2	18	0.8	4.5	SE	0.27	6.3	ESE	26.4	25.4	24.6	756.5	0.00	0.0	0.000	0.006	31.6	15	1.8	29.1	3.37	1.1455	24	1	100.0	1
08/25/13	12:21 p	27.2	27.2	27.2	18	0.8	3.6	ESE	0.21	5.8	ESE	26.9	25.3	25.1	756.5	0.00	0.0	0.000	0.006	31.6	15	1.8	29.1	3.37	1.1455	23	1	100.0	1
08/25/13	12:22 p	27.1	27.2	27.1	18	0.7	3.1	SE	0.19	4.5	ESE	27.1	25.3	25.3	756.5	0.00	0.0	0.000	0.006	31.6	15	1.8	29.1	3.37	1.1455	24	1	100.0	1
08/25/13	12:23 p	27.1	27.1	27.1	18	0.7	1.8	ESE	0.11	2.7	E	27.1	25.3	25.3	756.5	0.00	0.0	0.000	0.006	31.6	15	1.8	29.1	3.37	1.1455	23	1	100.0	1
08/25/13	12:24 p	27.2	27.2	27.2	18	0.8	2.2	SE	0.13	4.0	SE	27.2	25.3	25.3	756.5	0.00	0.0	0.000	0.006	31.7	15	1.9	29.1	3.37	1.1453	23	1	100.0	1
08/25/13	12:25 p	27.2	27.2	27.2	18	0.8	2.2	E	0.13	4.5	SE	27.2	25.3	25.3	756.5	0.00	0.0	0.000	0.006	31.7	15	1.9	29.1	3.37	1.1452	24	1	100.0	1
08/25/13	12:26 p	27.3	27.3	27.2	18	0.9	3.1	SSE	0.19	4.9	ESE	27.3	25.4	25.4	756.5	0.00	0.0	0.000	0.006	31.7	15	1.9	29.2	3.37	1.1450	23	1	100.0	1
08/25/13	12:27 p	27.3	27.3	27.3	18	0.9	2.7	SE	0.16	4.5	SE	27.3	25.5	25.5	756.4	0.00	0.0	0.000	0.006	31.7	15	1.9	29.2	3.37	1.1449	24	1	100.0	1
08/25/13	12:28 p	27.3	27.3	27.3	18	0.9	3.1	S	0.19	4.9	SE	27.3	25.5	25.5	756.4	0.00	0.0	0.000	0.006	31.7	15	1.9	29.2	3.37	1.1449	23	1	100.0	1
08/25/13	12:29 p	27.3	27.3	27.3	18	0.9	4.5	SE	0.27	7.2	E	26.4	25.4	24.6	756.3	0.00	0.0	0.000	0.006	31.7	15	1.9	29.2	3.37	1.1448	24	1	100.0	1
08/25/13	12:30 p	27.3	27.3	27.3	18	0.9	5.8	ESE	0.35	8.0	SE	25.9	25.4	24.1	756.4	0.00	0.0	0.000	0.006	31.7	15	1.9	29.2	3.37	1.1449	23	1	100.0	1
08/25/13	12:31 p	27.2	27.3	27.2	18	0.8	5.8	SE	0.35	8.0	ESE	25.9	25.4	24.1	756.4	0.00	0.0	0.000	0.006	31.7	15	1.9	29.2	3.37	1.1449	23	1	100.0	1
08/25/13	12:32 p	27.2	27.2	27.2	18	0.8	2.2	SE	0.13	4.0	ESE	27.2	25.3	25.3	756.4	0.00	0.0	0.000	0.006	31.7	15	1.9	29.2	3.37	1.1449	23	1	100.0	1
08/25/13	12:33 p	27.1	27.2	27.1	18	0.7	4.0	ESE	0.24	5.8	ESE	26.6	25.3	24.8	756.4	0.00	0.0	0.000	0.006	31.7	15	1.9	29.2	3.37	1.1448	23	1	100.0	1
08/25/13	12:34 p	27.1	27.1	27.1	18	0.7	4.0	SE	0.24	7.2	ESE	26.6	25.3	24.8	756.4	0.00	0.0	0.000	0.006	31.7	15	1.9	29.2	3.37	1.1449	24	1	100.0	1
08/25/13	12:35 p	27.1	27.1	27.1	19	1.4	5.4	SE	0.32	6.7	SE	25.9	25.3	24.1	756.3	0.00	0.0	0.000	0.006	31.7	15	1.9	29.2	3.37	1.1448	23	1	100.0	1
08/25/13	12:36 p	26.9	27.0	26.9	19	1.3	4.9	SE	0.30	7.6	SE	25.9	25.2	24.2	756.3	0.00	0.0	0.000	0.006	31.7	15	1.9	29.2	3.37	1.1447	23	1	100.0	1
08/25/13	12:37 p	26.8	26.9	26.8	19	1.3	3.6	SSE	0.21	7.2	SE	26.6	25.1	24.9	756.4	0.00	0.0	0.000	0.006	31.7	15	1.9	29.1	3.37	1.1451	24	1	100.0	1
08/25/13	12:38 p	26.7	26.8	26.7	19	1.2	3.6	SE	0.21	5.4	ESE	26.5	25.0	24.8	756.3	0.00	0.0	0.000	0.006	31.6	15	1.8	29.1	3.37	1.1452	23	1	100.0	1
08/25/13	12:39 p	26.7	26.7	26.7	19	1.1	5.4	ESE	0.32	7.6	SE	25.4	24.9	23.7	756.2	0.00	0.0	0.000	0.006	31.6	15	1.8	29.1	3.37	1.1454	24	1	100.0	1
08/25/13	12:40 p	26.5	26.6	26.5	18	0.2	6.7	ESE	0.40	8.5	ENE	24.8	24.7	23.0	756.2	0.00	0.0	0.000	0.006	31.6	15	1.8	29.1	3.37	1.1454	23	1	100.0	1
08/25/13	12:41 p	26.4	26.5	26.4	19	0.9	6.3	SE	0.38	8.5	ENE	24.8	24.7	23.1	756.3	0.00	0.0	0.000	0.006	31.5	15	1.7	29.1	3.38	1.1456	24	1	100.0	1
08/25/13	12:42 p	26.3	26.3	26.3	18	0.1	5.4	SE	0.32	7.2	SE	25.1	24.6	23.3	756.3	0.00	0.0	0.000	0.006	31.4	15	1.7	29.0	3.38	1.1459	23	1	100.0	1
08/25/13	12:43 p	26.4	26.4	26.3	18	0.1	5.8	ESE	0.35	8.0	ESE	24.9	24.7	23.2	756.3	0.00	0.0	0.000	0.006	31.4	15	1.6	29.0	3.38	1.1461	23	1	100.0	1
08/25/13	12:44 p	26.5	26.5	26.4	18	0.2	4.9	SE	0.30	6.3	ESE	25.4	24.7	23.7	756.2	0.00	0.0	0.000	0.006	31.4	15	1.6	29.0	3.38	1.1461	24	1	100.0	1
08/25/13	12:45 p	26.6	26.6	26.5	19	1.0	5.8	ESE	0.35	7.6	ESE	25.2	24.8	23.4	756.2	0.00	0.0	0.000	0.006	31.4	15	1.6	29.0	3.38	1.1460	23	1	100.0	1
08/25/13	12:46 p	26.6	26.6	26.6	19	1.1	4.5	SE	0.27	6.3	SE	25.7	24.9	24.0	756.2	0.00	0.0	0.000	0.006	31.4	15	1.6	29.0	3.38	1.1460	24	1	100.0	1
08/25/13	12:47 p	26.7	26.7	26.6	19	1.1	4.5	SE	0.27	5.8	SE	25.8	24.9	24.1	756.2	0.00	0.0	0.000	0.006	31.4	15	1.7	29.0	3.38	1.1457	23	1	100.0	1
08/25/13	12:48 p	26.8	26.8	26.7	19	1.2	4.9	SE	0.30	6.7	ESE	25.7	25.1	24.0	756.2	0.00	0.0	0.000	0.006	31.4	15	1.7	29.0	3.38	1.1457	23	1	100.0	1
08/25/13	12:49 p	26.9	26.9	26.8	19	1.3	4.0	SE	0.24	4.9	SSE	26.3	25.2	24.6	756.2	0.00	0.0	0.000	0.006	31.5	15	1.7	29.1	3.38	1.1455	24	1	100.0	1
08/25/13	12:50 p	26.9	26.9	26.9	19	1.3	3.6	SSE	0.21	6.3	SSE	26.7	25.2	25.0	756.2	0.00	0.0	0.000	0.006	31.5	15	1.7	29.1	3.38	1.1455	23	1	100.0	1
08/25/13	12:51 p	27.1	27.1	26.9	19	1.4	4.0	SE	0.24	6.7	SE	26.5	25.3	24.7	756.2	0.00	0.0	0.000	0.006	31.5	18	4.3	29.3	4.02	1.1439	24	1	100.0	1
08/25/13	12:52 p	27.1	27.1	27.1	19	1.5	4.5	SE	0.27	5.4	SSE	26.3	25.3	24.5	756.2	0.00	0.0	0.000	0.006	31.6	20	5.9	29.4	4.35	1.1426	23	1	100.0	1
08/25/13	12:53 p	27.2	27.2	27.1	18	0.8	3.6	SE	0.21	4.9	S	26.9	25.3	25.1	756.2	0.00	0.0	0.000	0.006	31.7	21	6.7	29.7	4.55	1.1414	24	1	100.0	1
08/25/13	12:54 p	27.2	27.2	27.2	18	0.8	4.0	SE	0.24	5.8	SSE	26.6	25.3	24.8	756.2	0.00	0.0	0.000	0.006	31.9	23	8.2	30.2	4.85	1.1393	23	1	100.0	1
08/25/13	12:55 p	27.2	27.2	27.2	19	1.6	4.5	SE	0.27	6.7	ESE	26.4	25.4	24.6	756.2	0.00	0.0	0.000	0.006	32.2	24	9.0	30.6	4.95	1.1378	23	1	100.0	1
08/25/13	12:56 p	27.2	27.2	27.2	18	0.8	4.5	SE	0.27	5.8	SE	26.4	25.4	24.6	756.2	0.00	0.0	0.000	0.006	32.4	25	9.8	31.0	5.14	1.1362	24	1	100.0	1
08/25/13	12:57 p	27.3	27.3	27.2	19	1.6	5.4	SE	0.32	9.4	SE	26.1	25.5	24.3	756.2	0.00	0.0	0.000	0.006	32.6	25	10.0	31.2	5.14	1.1352	23	1	100.0	1
08/25/13	12:58 p	27.3	27.3	27.3	18	0.9	5.8	SSE	0.35	9.4	ESE	26.0	25.5	24.2	756.2	0.00	0.0	0.000	0.006	32.9	26	10.8	31.8	5.30	1.1334	24	1	100.0	1
08/25/13	12:59 p	27.3	27.3	27.3	19	1.6	6.3	SE	0.38	8.0	SE	25.8	25.5	24.1	756.2	0.00	0.0	0.000	0.006	33.1	26	11.0	32.0	5.29	1.1324	23	1	100.0	1
08/25/13	1:00 p	27.2	27.3	27.2	19	1.6	4.9	SE	0.30	6.7	ESE	26.2	25.4	24.4	756.2	0.00	0.0	0.000	0.006	33.4	26	11.3	32.3	5.27	1.1311	23	1	100.0	1
08/25/13	1:01 p	27.2	27.2	27.2	18	0.8	4.0	SSE	0.24	5.8	SSE	26.7	25.4	24.8	756.1	0.00	0.0	0.000	0.006	33.7	26	11.5	32.7	5.25	1.1298	24	1	100.0	1
08/25/13	1:02 p	27.2	27.2	27.2	18	0.8	4.9	SSE	0.30	6.3	S	26.2	25.4	24.4	756.2	0.00	0.0	0.000	0.006	33.9	26	11.7	32.9	5.23	1.1288	23	1	100.0	1
08/25/13	1:03 p	27.2	27.2	27.2	19	1.5	4.0	S	0.24	6.3	SSE	26.6	25.4	24.8	756.1	0.00	0.0	0.000	0.006	34.2	27	12.5	33.5	5.31	1.1269	24	1	100.0	1
08/25/13	1:04 p	27.2	27.2	27.2	19	1.5	3.6	SSE	0.21	4.9	SSE	26.9	25.4	25.2	756.1	0.00	0.0	0.000	0.006	34.4	27	12.7	33.8	5.29	1.1259	23	1	100.0	1
08/25/13	1:05 p	27.3	27.3	27.2	19	1.6	4.5	SE	0.27	7.2	SE	26.4	25.5	24.7	756.1	0.00	0.0	0.000	0.006	34.6	27	12.8	34.0	5.28	1.1251	24	1	100.0	1
08/25/13	1:06 p	27.3	27.3	27.3	19	1.7	4.9	SE	0.30	8.9	SE	26.3	25.6	24.6	756.1	0.00	0.0	0.000	0.006	34.8	27	13.0	34.3	5.27	1.1241	23	1	100.0	1
08/25/13	1:07 p	27.3	27.3	27.3	18	0.9	5.4	SE	0.32	8.5	SE	26.2	25.5	24.3	756.1	0.00	0.0	0.000	0.006	35.0	28	13.8	34.8	5.35	1.1224	23	1	100.0	1
08/25/13	1:08 p	27.4	27.4	27.3	18	1.0	3.1	ESE	0.19	4.9	ESE	27.4	25.6	25.6	756.1	0.00	0.0	0.000	0.006	35.2	28	14.0	35.1	5.36	1.1214	24	1	100.0	1
08/25/13	1:09 p	27.4	27.4	27.4	19	1.8	4.5	SE	0.27	7.2	ESE	26.6	25.7	24.8	756.1	0.00	0.0	0.000	0.006	35.4	28	14.1	35.3	5.36	1.1206	23	1	100.0	1
08/25/13	1:10 p	27.6	27.6	27.5	19	1.9	4.5	SE	0.27	6.3	E	26.8	25.8	25.0	756.1	0.00	0.0	0.000	0.006	35.6	28	14.2	35.6	5.37	1.1198	24	1	100.0	1
08/25/13	1:11 p	27.6	27.6	27.6	19	1.9	5.8	SE	0.35	7.6	ESE	26.3	25.8	24.6	756.0	0.00	0.0	0.000	0.006	35.8	28	14.4	35.8	5.38	1.1187	23	1	100.0	1
08/25/13	1:12 p	27.6	27.6	27.6	18	1.1	4.9	ESE	0.30	6.3	SSE	26.6	25.7	24.8	756.1	0.00	0.0	0.000	0.006	35.9	28	14.6	36.1	5.38	1.1180	23	1	100.0	1
08/25/13	1:13 p	27.6	27.6	27.6	18	1.1	4.9	SE	0.30	7.6	SE	26.6	25.7	24.8	756.1	0.00	0.0	0.000	0.006	36.2	28	14.8	36.4	5.39	1.1169	24	1	100.0	1
08/25/13	1:14 p	27.5	27.6	27.5	18	1.0	4.0	SE	0.24	5.4	SE	27.0	25.7	25.2	756.1	0.00	0.0	0.000	0.006	36.3	28	14.9	36.6	5.40	1.1162	23	1	100.0	1
08/25/13	1:15 p	27.6	27.6	27.5	18	1.1	3.1	SSE	0.19	4.5	SE	27.6	25.7	25.7	756.1	0.00	0.0	0.000	0.006	36.6	28	15.1	36.9	5.41	1.1152	24	1	100.0	1
08/25/13	1:16 p	27.6	27.6	27.6	18	1.1	4.5	S	0.27	6.7	S	26.8	25.8	25.0	756.0	0.00	0.0	0.000	0.006	36.7	29	15.8	37.4	5.61	1.1136	23	1	100.0	1
08/25/13	1:17 p	27.6	27.6	27.6	18	1.1	4.5	SSE	0.27	5.4	ESE	26.8	25.8	25.0	756.0	0.00	0.0	0.000	0.006	36.9	29	16.0	37.7	5.62	1.1126	23	1	100.0	1
08/25/13	1:18 p	27.7	27.7	27.7	18	1.2	5.4	SE	0.32	7.2	ESE	26.6	25.8	24.8	756.0	0.00	0.0	0.000	0.006	37.1	29	16.1	37.9	5.63	1.1118	24	1	100.0	1
08/25/13	1:19 p	27.7	27.7	27.7	18	1.2	5.8	SE	0.35	7.6	ESE	26.4	25.8	24.6	756.0	0.00	0.0	0.000	0.006	37.3	29	16.3	38.2	5.63	1.1110	23	1	100.0	1
08/25/13	1:20 p	27.6	27.6	27.6	18	1.1	4.0	SE	0.24	6.7	SE	27.1	25.8	25.3	756.1	0.00	0.0	0.000	0.006	37.5	29	16.5	38.6	5.64	1.1100	24	1	100.0	1
08/25/13	1:21 p	27.6	27.6	27.6	18	1.1	4.0	SE	0.24	7.2	SSE	27.1	25.7	25.2	756.0	0.00	0.0	0.000	0.006	37.7	29	16.6	38.8	5.65	1.1092	23	1	100.0	1
08/25/13	1:22 p	27.6	27.6	27.6	18	1.1	4.9	ESE	0.30	6.7	ESE	26.6	25.7	24.8	756.0	0.00	0.0	0.000	0.006	37.8	29	16.7	39.1	5.65	1.1084	24	1	100.0	1
08/25/13	1:23 p	27.6	27.6	27.6	18	1.1	2.7	S	0.16	4.0	SE	27.6	25.8	25.8	756.0	0.00	0.0	0.000	0.006	38.0	30	17.4	39.6	5.74	1.1068	23	1	100.0	1
08/25/13	1:24 p	27.6	27.6	27.6	18	1.1	2.2	S	0.13	3.6	E	27.6	25.8	25.8	756.0	0.00	0.0	0.000	0.006	38.1	30	17.5	39.8	5.74	1.1063	23	1	100.0	1
08/25/13	1:25 p	27.6	27.7	27.6	18	1.1	4.0	S	0.24	5.4	S	27.1	25.8	25.3	756.0	0.00	0.0	0.000	0.006	38.3	30	17.7	40.1	5.73	1.1052	24	1	100.0	1
08/25/13	1:26 p	27.6	27.6	27.6	18	1.1	2.7	S	0.16	4.0	S	27.6	25.8	25.8	756.0	0.00	0.0	0.000	0.006	38.4	30	17.8	40.3	5.73	1.1047	23	1	100.0	1
08/25/13	1:27 p	27.7	27.7	27.7	18	1.2	3.1	S	0.19	4.5	S	27.7	25.9	25.9	756.0	0.00	0.0	0.000	0.007	38.6	30	17.9	40.6	5.72	1.1039	24	1	100.0	1
08/25/13	1:28 p	27.8	27.8	27.7	18	1.3	3.1	SE	0.19	4.5	ESE	27.8	25.9	25.9	756.0	0.00	0.0	0.000	0.007	38.7	30	18.0	40.8	5.72	1.1033	23	1	100.0	1
08/25/13	1:29 p	27.8	27.8	27.8	18	1.3	4.9	SE	0.30	6.7	ESE	26.9	26.0	25.1	756.0	0.00	0.0	0.000	0.007	38.9	30	18.2	41.1	5.71	1.1026	23	1	100.0	1
08/25/13	1:30 p	27.8	27.8	27.8	18	1.3	4.0	SE	0.24	6.3	ESE	27.3	26.0	25.5	756.0	0.00	0.0	0.000	0.007	39.1	30	18.3	41.3	5.70	1.1018	24	1	100.0	1
08/25/13	1:31 p	27.8	27.8	27.8	18	1.3	5.4	SE	0.32	6.7	ESE	26.8	26.0	24.9	756.0	0.00	0.0	0.000	0.007	39.2	30	18.4	41.6	5.70	1.1012	23	1	100.0	1
08/25/13	1:32 p	27.8	27.8	27.8	18	1.3	5.4	SE	0.32	7.2	SE	26.7	25.9	24.9	756.0	0.00	0.0	0.000	0.007	39.3	30	18.5	41.8	5.70	1.1007	24	1	100.0	1
08/25/13	1:33 p	27.7	27.8	27.7	18	1.2	5.4	ESE	0.32	7.2	ESE	26.7	25.9	24.8	756.0	0.00	0.0	0.000	0.007	39.4	29	18.1	41.8	5.53	1.1007	23	1	100.0	1
08/25/13	1:34 p	27.7	27.7	27.7	17	0.4	5.4	ESE	0.32	6.7	ESE	26.7	25.8	24.8	755.9	0.00	0.0	0.000	0.007	39.6	29	18.2	42.0	5.52	1.1001	24	1	100.0	1
08/25/13	1:35 p	27.7	27.7	27.7	18	1.2	3.6	SE	0.21	5.8	ESE	27.5	25.8	25.7	755.9	0.00	0.0	0.000	0.006	39.7	30	18.8	42.4	5.68	1.0987	23	1	100.0	1
08/25/13	1:36 p	27.7	27.7	27.7	18	1.2	3.1	SE	0.19	3.6	SE	27.7	25.8	25.8	755.9	0.00	0.0	0.000	0.006	39.8	30	19.0	42.8	5.68	1.0979	23	1	100.0	1
08/25/13	1:37 p	27.7	27.7	27.7	18	1.2	4.5	SE	0.27	5.8	SSE	26.9	25.8	25.1	755.9	0.00	0.0	0.000	0.006	40.1	29	18.6	42.9	5.49	1.0976	24	1	100.0	1
08/25/13	1:38 p	27.7	27.7	27.7	18	1.2	4.9	SE	0.30	7.2	SE	26.8	25.9	24.9	755.9	0.00	0.0	0.000	0.007	40.2	29	18.8	43.2	5.47	1.0968	23	1	100.0	1
08/25/13	1:39 p	27.8	27.8	27.7	18	1.3	3.6	SE	0.21	4.9	SE	27.6	25.9	25.8	755.9	0.00	0.0	0.000	0.007	40.3	30	19.4	43.7	5.66	1.0955	24	1	100.0	1
08/25/13	1:40 p	27.8	27.8	27.8	17	0.5	2.7	SSE	0.16	3.6	SSE	27.8	25.9	25.9	755.9	0.00	0.0	0.000	0.007	40.4	30	19.5	43.9	5.65	1.0949	23	1	100.0	1
08/25/13	1:41 p	27.9	27.9	27.8	17	0.6	2.7	SE	0.16	4.5	SE	27.9	26.1	26.1	755.9	0.00	0.0	0.000	0.007	40.5	30	19.6	44.0	5.65	1.0947	23	1	100.0	1
08/25/13	1:42 p	28.1	28.1	28.0	17	0.8	3.6	SE	0.21	4.9	ESE	27.9	26.3	26.1	755.9	0.00	0.0	0.000	0.007	40.6	31	20.2	44.9	5.75	1.0933	24	1	100.0	1
