APITime,NO,NO2,NOx
04/09/2013 20:01:06,1.9,16.1,18.0
04/09/2013 20:01:07,1.9,16.1,18.0
04/09/2013 20:01:08,1.9,16.1,18.0
04/09/2013 20:01:10,1.9,16.1,18.0
04/09/2013 20:01:11,1.9,16.1,17.9
04/09/2013 20:01:12,1.9,16.0,17.9
04/09/2013 20:01:14,1.9,16.0,17.9
04/09/2013 20:01:15,1.9,16.0,17.9
04/09/2013 20:01:16,1.9,16.0,17.9
04/09/2013 20:01:18,1.9,16.0,17.9
04/09/2013 20:01:19,1.9,16.0,17.9
04/09/2013 20:01:20,1.9,15.9,17.7
04/09/2013 20:01:22,1.9,15.9,17.7
04/09/2013 20:01:23,1.9,15.9,17.7
04/09/2013 20:01:25,1.9,15.9,17.7
04/09/2013 20:01:26,1.9,15.9,17.7
04/09/2013 20:01:27,1.9,15.9,17.7
04/09/2013 20:01:29,1.8,15.8,17.6
04/09/2013 20:01:30,1.8,15.8,17.6
04/09/2013 20:01:31,1.8,15.8,17.6
04/09/2013 20:01:33,1.8,15.8,17.6
04/09/2013 20:01:34,1.8,15.8,17.6
04/09/2013 20:01:35,1.8,15.8,17.6
04/09/2013 20:01:37,1.8,15.8,17.6
04/09/2013 20:01:38,1.7,15.6,17.3
04/09/2013 20:01:39,1.7,15.6,17.3
04/09/2013 20:01:41,1.7,15.6,17.3
04/09/2013 20:01:42,1.7,15.6,17.3
04/09/2013 20:01:44,1.7,15.6,17.3
04/09/2013 20:01:45,1.7,15.6,17.3
04/09/2013 20:01:46,1.6,15.4,17.0
04/09/2013 20:01:48,1.6,15.4,17.0
04/09/2013 20:01:49,1.6,15.4,17.0
04/09/2013 20:01:50,1.6,15.4,17.0
04/09/2013 20:01:52,1.6,15.4,17.0
04/09/2013 20:01:53,1.6,15.4,17.0
04/09/2013 20:01:54,1.6,15.4,16.8
04/09/2013 20:01:56,1.6,15.2,16.8
04/09/2013 20:01:57,1.6,15.2,16.8
04/09/2013 20:01:58,1.6,15.2,16.8
04/09/2013 20:02:00,1.6,15.2,16.8
04/09/2013 20:02:01,1.6,15.2,16.8
04/09/2013 20:02:03,1.6,15.2,16.8
04/09/2013 20:02:04,1.6,15.2,16.8
04/09/2013 20:02:05,1.6,15.2,16.8
04/09/2013 20:02:06,1.6,15.2,16.8
04/09/2013 20:02:08,1.5,15.0,16.5
04/09/2013 20:02:09,1.5,15.0,16.5
04/09/2013 20:02:11,1.5,15.0,16.5
04/09/2013 20:02:12,1.5,15.0,16.5
04/09/2013 20:02:13,1.5,15.0,16.5
04/09/2013 20:02:15,1.5,15.0,16.5
04/09/2013 20:02:16,1.4,14.8,16.2
04/09/2013 20:02:17,1.4,14.8,16.2
04/09/2013 20:02:19,1.4,14.8,16.2
04/09/2013 20:02:20,1.4,14.8,16.2
04/09/2013 20:02:21,1.4,14.8,16.2
04/09/2013 20:02:23,1.4,14.8,16.2
04/09/2013 20:02:24,1.4,14.8,16.2
04/09/2013 20:02:26,1.4,14.5,15.9
04/09/2013 20:02:27,1.4,14.5,15.9
04/09/2013 20:02:28,1.4,14.5,15.9
04/09/2013 20:02:30,1.4,14.5,15.9
04/09/2013 20:02:31,1.4,14.5,15.9
04/09/2013 20:02:32,1.4,14.5,15.9
04/09/2013 20:02:34,1.3,14.3,15.6
04/09/2013 20:02:35,1.3,14.3,15.6
04/09/2013 20:02:36,1.3,14.3,15.6
04/09/2013 20:02:38,1.3,14.3,15.6
04/09/2013 20:02:39,1.3,14.3,15.6
04/09/2013 20:02:40,1.3,14.3,15.6
04/09/2013 20:02:42,1.3,14.3,15.4
04/09/2013 20:02:43,1.3,14.1,15.4
04/09/2013 20:02:44,1.3,14.1,15.4
04/09/2013 20:02:46,1.3,14.1,15.4
04/09/2013 20:02:47,1.3,14.1,15.4
04/09/2013 20:02:48,1.3,14.1,15.4
04/09/2013 20:02:50,1.3,14.1,15.4
04/09/2013 20:02:51,1.2,13.8,15.0
04/09/2013 20:02:52,1.2,13.8,15.0
04/09/2013 20:02:54,1.2,13.8,15.0
04/09/2013 20:02:55,1.2,13.8,15.0
04/09/2013 20:02:56,1.2,13.8,15.0
04/09/2013 20:02:58,1.2,13.8,15.0
04/09/2013 20:02:59,1.2,13.6,14.7
04/09/2013 20:03:01,1.2,13.6,14.7
04/09/2013 20:03:02,1.2,13.6,14.7
04/09/2013 20:03:03,1.2,13.6,14.7
04/09/2013 20:03:05,1.2,13.6,14.7
04/09/2013 20:03:06,1.2,13.6,14.7
04/09/2013 20:03:07,1.2,13.6,14.7
04/09/2013 20:03:09,1.2,13.6,14.7
04/09/2013 20:03:10,1.2,13.6,14.7
04/09/2013 20:03:11,1.2,13.6,14.7
04/09/2013 20:03:13,1.1,13.4,14.5
04/09/2013 20:03:14,1.1,13.4,14.5
04/09/2013 20:03:15,1.1,13.4,14.5
04/09/2013 20:03:17,1.1,13.4,14.5
04/09/2013 20:03:18,1.1,13.4,14.5
04/09/2013 20:03:19,1.1,13.4,14.5
04/09/2013 20:03:21,1.0,13.2,14.2
04/09/2013 20:03:22,1.0,13.2,14.2
04/09/2013 20:03:24,1.0,13.2,14.2
04/09/2013 20:03:25,1.0,13.2,14.2
04/09/2013 20:03:26,1.0,13.2,14.2
04/09/2013 20:03:28,1.0,13.2,14.2
04/09/2013 20:03:29,1.0,13.2,13.9
04/09/2013 20:03:30,0.9,13.0,13.9
04/09/2013 20:03:32,0.9,13.0,13.9
04/09/2013 20:03:33,0.9,13.0,13.9
04/09/2013 20:03:35,0.9,13.0,13.9
04/09/2013 20:03:36,0.9,13.0,13.9
04/09/2013 20:03:37,0.9,13.0,13.9
04/09/2013 20:03:39,0.9,12.7,13.6
04/09/2013 20:03:40,0.9,12.7,13.6
04/09/2013 20:03:41,0.9,12.7,13.6
04/09/2013 20:03:43,0.9,12.7,13.6
04/09/2013 20:03:44,0.9,12.7,13.6
04/09/2013 20:03:45,0.9,12.7,13.6
04/09/2013 20:03:47,0.9,12.4,13.3
04/09/2013 20:03:48,0.9,12.4,13.3
04/09/2013 20:03:49,0.9,12.4,13.3
04/09/2013 20:03:51,0.9,12.4,13.3
04/09/2013 20:03:52,0.9,12.4,13.3
04/09/2013 20:03:53,0.9,12.4,13.3
04/09/2013 20:03:55,0.9,12.4,13.3
04/09/2013 20:03:56,0.8,12.3,13.0
04/09/2013 20:03:58,0.8,12.3,13.0
04/09/2013 20:03:59,0.8,12.3,13.0
04/09/2013 20:04:00,0.8,12.3,13.0
04/09/2013 20:04:02,0.8,12.3,13.0
04/09/2013 20:04:03,0.8,12.3,13.0
04/09/2013 20:04:04,0.7,12.0,12.7
04/09/2013 20:04:06,0.7,12.0,12.7
04/09/2013 20:04:07,0.7,12.0,12.7
04/09/2013 20:04:08,0.7,12.0,12.7
04/09/2013 20:04:10,0.7,12.0,12.7
04/09/2013 20:04:11,0.7,12.0,12.7
04/09/2013 20:04:12,0.7,12.0,12.7
04/09/2013 20:04:14,0.7,12.0,12.7
04/09/2013 20:04:15,0.7,12.0,12.7
04/09/2013 20:04:16,0.7,12.0,12.7
04/09/2013 20:04:18,0.6,11.7,12.3
04/09/2013 20:04:19,0.6,11.7,12.3
04/09/2013 20:04:20,0.6,11.7,12.3
04/09/2013 20:04:22,0.6,11.7,12.3
04/09/2013 20:04:23,0.6,11.7,12.3
04/09/2013 20:04:24,0.6,11.7,12.3
04/09/2013 20:04:26,0.5,11.4,11.9
04/09/2013 20:04:27,0.5,11.4,11.9
04/09/2013 20:04:28,0.5,11.4,11.9
04/09/2013 20:04:30,0.5,11.4,11.9
04/09/2013 20:04:31,0.5,11.4,11.9
04/09/2013 20:04:32,0.5,11.4,11.9
04/09/2013 20:04:34,0.5,11.4,11.9
04/09/2013 20:04:35,0.4,11.0,11.4
04/09/2013 20:04:36,0.4,11.0,11.4
04/09/2013 20:04:38,0.4,11.0,11.4
04/09/2013 20:04:39,0.4,11.0,11.4
04/09/2013 20:04:40,0.4,11.0,11.4
04/09/2013 20:04:42,0.4,11.0,11.4
04/09/2013 20:04:43,0.3,10.7,11.0
04/09/2013 20:04:45,0.3,10.7,11.0
04/09/2013 20:04:46,0.3,10.7,11.0
04/09/2013 20:04:47,0.3,10.7,11.0
04/09/2013 20:04:49,0.3,10.7,11.0
04/09/2013 20:04:50,0.3,10.7,11.0
04/09/2013 20:04:51,0.3,10.4,10.6
04/09/2013 20:04:53,0.2,10.4,10.6
04/09/2013 20:04:54,0.2,10.4,10.6
04/09/2013 20:04:55,0.2,10.4,10.6
04/09/2013 20:04:57,0.2,10.4,10.6
04/09/2013 20:04:58,0.2,10.4,10.6
04/09/2013 20:04:59,0.2,10.4,10.6
04/09/2013 20:05:01,0.1,10.0,10.1
04/09/2013 20:05:02,0.1,10.0,10.1
04/09/2013 20:05:04,0.1,10.0,10.1
04/09/2013 20:05:05,0.1,10.0,10.1
04/09/2013 20:05:06,0.1,10.0,10.1
04/09/2013 20:05:08,0.1,10.0,10.1
04/09/2013 20:05:09,0.0,9.7,9.7
04/09/2013 20:05:10,0.0,9.7,9.7
04/09/2013 20:05:12,0.0,9.7,9.7
04/09/2013 20:05:13,0.0,9.7,9.7
04/09/2013 20:05:14,0.0,9.7,9.7
04/09/2013 20:05:16,0.0,9.7,9.7
04/09/2013 20:05:17,0.0,9.7,9.7
04/09/2013 20:05:18,0.0,9.7,9.7
04/09/2013 20:05:20,0.0,9.7,9.7
04/09/2013 20:05:21,0.0,9.7,9.7
04/09/2013 20:05:22,-0.2,9.4,9.3
04/09/2013 20:05:24,-0.2,9.4,9.3
04/09/2013 20:05:25,-0.2,9.4,9.3
04/09/2013 20:05:27,-0.2,9.4,9.3
04/09/2013 20:05:28,-0.2,9.4,9.3
04/09/2013 20:05:29,-0.2,9.4,9.3
04/09/2013 20:05:31,-0.2,9.1,8.9
04/09/2013 20:05:32,-0.2,9.1,8.9
04/09/2013 20:05:33,-0.2,9.1,8.9
04/09/2013 20:05:34,-0.2,9.1,8.9
04/09/2013 20:05:36,-0.2,9.1,8.9
04/09/2013 20:05:37,-0.2,9.1,8.9
04/09/2013 20:05:38,-0.2,9.1,8.9
04/09/2013 20:05:40,-0.3,8.7,8.4
04/09/2013 20:05:41,-0.3,8.7,8.4
04/09/2013 20:05:43,-0.3,8.7,8.4
04/09/2013 20:05:44,-0.3,8.7,8.4
04/09/2013 20:05:45,-0.3,8.7,8.4
04/09/2013 20:05:47,-0.3,8.7,8.4
04/09/2013 20:05:48,-0.4,8.3,7.9
04/09/2013 20:05:49,-0.4,8.3,7.9
04/09/2013 20:05:51,-0.4,8.3,7.9
04/09/2013 20:05:52,-0.4,8.3,7.9
04/09/2013 20:05:53,-0.4,8.3,7.9
04/09/2013 20:05:55,-0.4,8.3,7.9
04/09/2013 20:05:56,-0.4,8.3,7.9
04/09/2013 20:05:57,-0.4,8.0,7.6
04/09/2013 20:05:59,-0.4,8.0,7.6
04/09/2013 20:06:00,-0.4,8.0,7.6
04/09/2013 20:06:01,-0.4,8.0,7.6
04/09/2013 20:06:03,-0.4,8.0,7.6
04/09/2013 20:06:04,-0.4,8.0,7.6
04/09/2013 20:06:05,-0.5,7.8,7.3
04/09/2013 20:06:07,-0.5,7.8,7.3
04/09/2013 20:06:08,-0.5,7.8,7.3
04/09/2013 20:06:09,-0.5,7.8,7.3
04/09/2013 20:06:11,-0.5,7.8,7.3
04/09/2013 20:06:12,-0.5,7.8,7.3
04/09/2013 20:06:14,-0.5,7.5,6.9
04/09/2013 20:06:15,-0.5,7.5,6.9
04/09/2013 20:06:16,-0.5,7.5,6.9
04/09/2013 20:06:18,-0.5,7.5,6.9
04/09/2013 20:06:19,-0.5,7.5,6.9
04/09/2013 20:06:20,-0.5,7.5,6.9
04/09/2013 20:06:22,-0.5,7.5,6.9
04/09/2013 20:06:23,-0.5,7.5,6.9
04/09/2013 20:06:24,-0.5,7.5,6.9
04/09/2013 20:06:26,-0.5,7.5,6.9
04/09/2013 20:06:27,-0.6,7.2,6.6
04/09/2013 20:06:28,-0.6,7.2,6.6
04/09/2013 20:06:30,-0.6,7.2,6.6
04/09/2013 20:06:31,-0.6,7.2,6.6
04/09/2013 20:06:32,-0.6,7.2,6.6
04/09/2013 20:06:34,-0.6,7.2,6.6
04/09/2013 20:06:35,-0.7,6.9,6.2
04/09/2013 20:06:36,-0.7,6.9,6.2
04/09/2013 20:06:38,-0.7,6.9,6.2
04/09/2013 20:06:39,-0.7,6.9,6.2
04/09/2013 20:06:40,-0.7,6.9,6.2
04/09/2013 20:06:42,-0.7,6.9,6.2
04/09/2013 20:06:43,-0.7,6.9,6.2
04/09/2013 20:06:44,-0.7,6.6,5.9
04/09/2013 20:06:46,-0.7,6.6,5.9
04/09/2013 20:06:47,-0.7,6.6,5.9
04/09/2013 20:06:49,-0.7,6.6,5.9
04/09/2013 20:06:50,-0.7,6.6,5.9
04/09/2013 20:06:51,-0.7,6.6,5.9
04/09/2013 20:06:53,-0.7,6.4,5.7
04/09/2013 20:06:54,-0.7,6.4,5.7
04/09/2013 20:06:55,-0.7,6.4,5.7
04/09/2013 20:06:57,-0.7,6.4,5.7
04/09/2013 20:06:58,-0.7,6.4,5.7
04/09/2013 20:06:59,-0.7,6.4,5.7
04/09/2013 20:07:00,-0.7,6.4,5.7
04/09/2013 20:07:02,-0.8,6.1,5.4
04/09/2013 20:07:03,-0.8,6.1,5.4
04/09/2013 20:07:05,-0.8,6.1,5.4
04/09/2013 20:07:06,-0.8,6.1,5.4
04/09/2013 20:07:07,-0.8,6.1,5.4
04/09/2013 20:07:09,-0.8,6.1,5.4
04/09/2013 20:07:10,-0.8,5.9,5.1
04/09/2013 20:07:11,-0.8,5.9,5.1
04/09/2013 20:07:13,-0.8,5.9,5.1
04/09/2013 20:07:14,-0.8,5.9,5.1
04/09/2013 20:07:15,-0.8,5.9,5.1
04/09/2013 20:07:17,-0.8,5.9,5.1
04/09/2013 20:07:18,-0.8,5.9,4.9
04/09/2013 20:07:20,-0.8,5.7,4.9
04/09/2013 20:07:21,-0.8,5.7,4.9
04/09/2013 20:07:22,-0.8,5.7,4.9
04/09/2013 20:07:24,-0.8,5.7,4.9
04/09/2013 20:07:25,-0.8,5.7,4.9
04/09/2013 20:07:26,-0.8,5.7,4.9
04/09/2013 20:07:28,-0.8,5.7,4.9
04/09/2013 20:07:29,-0.8,5.7,4.9
04/09/2013 20:07:30,-0.8,5.7,4.9
04/09/2013 20:07:32,-0.8,5.5,4.6
04/09/2013 20:07:33,-0.8,5.5,4.6
04/09/2013 20:07:34,-0.8,5.5,4.6
04/09/2013 20:07:35,-0.8,5.5,4.6
04/09/2013 20:07:37,-0.8,5.5,4.6
04/09/2013 20:07:38,-0.8,5.5,4.6
04/09/2013 20:07:39,-0.8,5.5,4.6
04/09/2013 20:07:41,-0.9,5.3,4.4
04/09/2013 20:07:42,-0.9,5.3,4.4
04/09/2013 20:07:44,-0.9,5.3,4.4
04/09/2013 20:07:45,-0.9,5.3,4.4
04/09/2013 20:07:46,-0.9,5.3,4.4
04/09/2013 20:07:48,-0.9,5.3,4.4
04/09/2013 20:07:49,-0.9,5.1,4.2
04/09/2013 20:07:50,-0.9,5.1,4.2
04/09/2013 20:07:51,-0.9,5.1,4.2
04/09/2013 20:07:53,-0.9,5.1,4.2
04/09/2013 20:07:54,-0.9,5.1,4.2
04/09/2013 20:07:55,-0.9,5.1,4.2
04/09/2013 20:07:57,-0.9,5.1,4.0
04/09/2013 20:07:58,-0.9,4.9,4.0
04/09/2013 20:08:00,-0.9,4.9,4.0
04/09/2013 20:08:01,-0.9,4.9,4.0
04/09/2013 20:08:02,-0.9,4.9,4.0
04/09/2013 20:08:04,-0.9,4.9,4.0
04/09/2013 20:08:05,-0.9,4.9,4.0
04/09/2013 20:08:06,-0.9,4.8,3.9
04/09/2013 20:08:08,-0.9,4.8,3.9
04/09/2013 20:08:09,-0.9,4.8,3.9
04/09/2013 20:08:10,-0.9,4.8,3.9
04/09/2013 20:08:12,-0.9,4.8,3.9
04/09/2013 20:08:13,-0.9,4.8,3.9
04/09/2013 20:08:15,-0.9,4.7,3.7
04/09/2013 20:08:16,-0.9,4.7,3.7
04/09/2013 20:08:17,-0.9,4.7,3.7
04/09/2013 20:08:18,-0.9,4.7,3.7
04/09/2013 20:08:20,-0.9,4.7,3.7
04/09/2013 20:08:21,-0.9,4.7,3.7
04/09/2013 20:08:22,-0.9,4.7,3.7
04/09/2013 20:08:24,-0.9,4.5,3.6
04/09/2013 20:08:25,-0.9,4.5,3.6
04/09/2013 20:08:26,-0.9,4.5,3.6
04/09/2013 20:08:28,-0.9,4.5,3.6
04/09/2013 20:08:29,-0.9,4.5,3.6
04/09/2013 20:08:30,-0.9,4.5,3.6
04/09/2013 20:08:32,-0.9,4.5,3.6
04/09/2013 20:08:33,-0.9,4.5,3.6
04/09/2013 20:08:35,-0.9,4.5,3.6
04/09/2013 20:08:36,-0.9,4.4,3.5
04/09/2013 20:08:37,-1.0,4.4,3.5
04/09/2013 20:08:39,-1.0,4.4,3.5
04/09/2013 20:08:40,-1.0,4.4,3.5
04/09/2013 20:08:41,-1.0,4.4,3.5
04/09/2013 20:08:43,-1.0,4.4,3.5
04/09/2013 20:08:44,-1.0,4.4,3.5
04/09/2013 20:08:45,-1.0,4.4,3.4
04/09/2013 20:08:47,-1.0,4.4,3.4
04/09/2013 20:08:48,-1.0,4.4,3.4
04/09/2013 20:08:49,-1.0,4.4,3.4
04/09/2013 20:08:51,-1.0,4.4,3.4
04/09/2013 20:08:52,-1.0,4.4,3.4
04/09/2013 20:08:53,-1.0,4.3,3.2
04/09/2013 20:08:55,-1.0,4.3,3.2
04/09/2013 20:08:56,-1.0,4.3,3.2
04/09/2013 20:08:57,-1.0,4.3,3.2
04/09/2013 20:08:59,-1.0,4.3,3.2
04/09/2013 20:09:00,-1.0,4.3,3.2
04/09/2013 20:09:01,-1.0,4.3,3.2
04/09/2013 20:09:03,-1.0,4.2,3.1
04/09/2013 20:09:04,-1.0,4.2,3.1
04/09/2013 20:09:05,-1.0,4.2,3.1
04/09/2013 20:09:07,-1.0,4.2,3.1
04/09/2013 20:09:08,-1.0,4.2,3.1
04/09/2013 20:09:09,-1.0,4.2,3.1
04/09/2013 20:09:11,-1.1,4.1,3.0
04/09/2013 20:09:12,-1.1,4.1,3.0
04/09/2013 20:09:13,-1.1,4.1,3.0
04/09/2013 20:09:15,-1.1,4.1,3.0
04/09/2013 20:09:16,-1.1,4.1,3.0
04/09/2013 20:09:17,-1.1,4.1,3.0
04/09/2013 20:09:19,-1.1,4.1,2.9
04/09/2013 20:09:20,-1.1,4.0,2.9
04/09/2013 20:09:22,-1.1,4.0,2.9
04/09/2013 20:09:23,-1.1,4.0,2.9
04/09/2013 20:09:24,-1.1,4.0,2.9
04/09/2013 20:09:26,-1.1,4.0,2.9
04/09/2013 20:09:27,-1.1,4.0,2.9
04/09/2013 20:09:28,-1.1,3.9,2.8
04/09/2013 20:09:30,-1.1,3.9,2.8
04/09/2013 20:09:31,-1.1,3.9,2.8
04/09/2013 20:09:32,-1.1,3.9,2.8
04/09/2013 20:09:34,-1.1,3.9,2.8
04/09/2013 20:09:35,-1.1,3.9,2.8
04/09/2013 20:09:36,-1.1,3.9,2.8
04/09/2013 20:09:38,-1.1,3.9,2.8
04/09/2013 20:09:39,-1.1,3.9,2.8
04/09/2013 20:09:40,-1.1,3.9,2.7
04/09/2013 20:09:42,-1.1,3.8,2.7
04/09/2013 20:09:43,-1.1,3.8,2.7
04/09/2013 20:09:44,-1.1,3.8,2.7
04/09/2013 20:09:46,-1.1,3.8,2.7
04/09/2013 20:09:47,-1.1,3.8,2.7
04/09/2013 20:09:48,-1.1,3.8,2.7
04/09/2013 20:09:50,-1.1,3.8,2.6
04/09/2013 20:09:51,-1.1,3.8,2.6
04/09/2013 20:09:52,-1.1,3.8,2.6
04/09/2013 20:09:54,-1.1,3.8,2.6
04/09/2013 20:09:55,-1.1,3.8,2.6
04/09/2013 20:09:56,-1.1,3.8,2.6
04/09/2013 20:09:58,-1.1,3.7,2.6
04/09/2013 20:09:59,-1.1,3.7,2.6
04/09/2013 20:10:01,-1.1,3.7,2.6
04/09/2013 20:10:02,-1.1,3.7,2.6
04/09/2013 20:10:03,-1.1,3.7,2.6
04/09/2013 20:10:05,-1.1,3.7,2.6
04/09/2013 20:10:06,-1.1,3.7,2.6
04/09/2013 20:10:07,-1.1,3.7,2.5
04/09/2013 20:10:09,-1.1,3.7,2.5
04/09/2013 20:10:10,-1.1,3.7,2.5
04/09/2013 20:10:11,-1.1,3.7,2.5
04/09/2013 20:10:13,-1.1,3.7,2.5
04/09/2013 20:10:14,-1.1,3.7,2.5
04/09/2013 20:10:15,-1.2,3.7,2.5
04/09/2013 20:10:17,-1.2,3.7,2.5
04/09/2013 20:10:18,-1.2,3.7,2.5
04/09/2013 20:10:19,-1.2,3.7,2.5
04/09/2013 20:10:21,-1.2,3.7,2.5
04/09/2013 20:10:22,-1.2,3.7,2.5
04/09/2013 20:10:23,-1.2,3.7,2.5
04/09/2013 20:10:25,-1.2,3.6,2.4
04/09/2013 20:10:26,-1.2,3.6,2.4
04/09/2013 20:10:27,-1.2,3.6,2.4
04/09/2013 20:10:29,-1.2,3.6,2.4
04/09/2013 20:10:30,-1.2,3.6,2.4
04/09/2013 20:10:31,-1.2,3.6,2.4
04/09/2013 20:10:33,-1.2,3.6,2.4
04/09/2013 20:10:34,-1.2,3.6,2.4
04/09/2013 20:10:35,-1.2,3.6,2.4
04/09/2013 20:10:37,-1.2,3.6,2.4
04/09/2013 20:10:38,-1.2,3.6,2.4
04/09/2013 20:10:39,-1.2,3.6,2.4
04/09/2013 20:10:41,-1.2,3.6,2.4
04/09/2013 20:10:42,-1.2,3.6,2.4
04/09/2013 20:10:43,-1.2,3.6,2.4
04/09/2013 20:10:45,-1.2,3.6,2.4
04/09/2013 20:10:46,-1.2,3.6,2.4
04/09/2013 20:10:47,-1.2,3.6,2.4
04/09/2013 20:10:49,-1.2,3.6,2.4
04/09/2013 20:10:50,-1.2,3.6,2.4
04/09/2013 20:10:51,-1.2,3.6,2.4
04/09/2013 20:10:53,-1.2,3.6,2.4
04/09/2013 20:10:54,-1.2,3.6,2.3
04/09/2013 20:10:56,-1.2,3.6,2.3
04/09/2013 20:10:57,-1.2,3.6,2.3
04/09/2013 20:10:58,-1.2,3.6,2.3
04/09/2013 20:11:00,-1.2,3.6,2.3
04/09/2013 20:11:01,-1.2,3.6,2.3
04/09/2013 20:11:02,-1.2,3.6,2.3
04/09/2013 20:11:04,-1.3,3.6,2.3
04/09/2013 20:11:05,-1.3,3.6,2.3
04/09/2013 20:11:06,-1.3,3.6,2.3
04/09/2013 20:11:08,-1.3,3.6,2.3
04/09/2013 20:11:09,-1.3,3.6,2.3
04/09/2013 20:11:10,-1.3,3.6,2.3
04/09/2013 20:11:12,-1.3,3.6,2.3
04/09/2013 20:11:13,-1.3,3.6,2.3
04/09/2013 20:11:14,-1.3,3.6,2.3
04/09/2013 20:11:16,-1.3,3.6,2.3
04/09/2013 20:11:17,-1.3,3.6,2.3
04/09/2013 20:11:18,-1.3,3.6,2.3
04/09/2013 20:11:20,-1.3,3.6,2.3
04/09/2013 20:11:21,-1.3,3.6,2.3
04/09/2013 20:11:23,-1.3,3.6,2.3
04/09/2013 20:11:24,-1.3,3.6,2.3
04/09/2013 20:11:25,-1.3,3.6,2.3
04/09/2013 20:11:27,-1.3,3.6,2.3
04/09/2013 20:11:28,-1.3,3.6,2.3
04/09/2013 20:11:29,-1.3,3.5,2.2
04/09/2013 20:11:31,-1.3,3.5,2.2
04/09/2013 20:11:32,-1.3,3.5,2.2
04/09/2013 20:11:33,-1.3,3.5,2.2
04/09/2013 20:11:35,-1.3,3.5,2.2
04/09/2013 20:11:36,-1.3,3.5,2.2
04/09/2013 20:11:37,-1.3,3.5,2.2
04/09/2013 20:11:39,-1.3,3.5,2.2
04/09/2013 20:11:40,-1.3,3.5,2.2
04/09/2013 20:11:41,-1.3,3.5,2.2
04/09/2013 20:11:43,-1.3,3.5,2.2
04/09/2013 20:11:44,-1.3,3.5,2.2
04/09/2013 20:11:45,-1.3,3.5,2.2
04/09/2013 20:11:47,-1.3,3.5,2.2
04/09/2013 20:11:48,-1.3,3.5,2.2
04/09/2013 20:11:49,-1.3,3.5,2.2
04/09/2013 20:11:51,-1.3,3.5,2.2
04/09/2013 20:11:52,-1.3,3.5,2.2
04/09/2013 20:11:53,-1.3,3.5,2.2
04/09/2013 20:11:55,-1.3,3.5,2.2
04/09/2013 20:11:56,-1.3,3.5,2.2
04/09/2013 20:11:58,-1.3,3.5,2.2
04/09/2013 20:11:59,-1.3,3.4,2.2
04/09/2013 20:12:00,-1.3,3.4,2.2
04/09/2013 20:12:02,-1.3,3.4,2.2
04/09/2013 20:12:03,-1.3,3.4,2.2
04/09/2013 20:12:04,-1.3,3.4,2.2
04/09/2013 20:12:06,-1.3,3.4,2.2
04/09/2013 20:12:07,-1.3,3.4,2.2
04/09/2013 20:12:08,-1.3,3.4,2.1
04/09/2013 20:12:10,-1.3,3.4,2.1
04/09/2013 20:12:11,-1.3,3.4,2.1
04/09/2013 20:12:12,-1.3,3.4,2.1
04/09/2013 20:12:14,-1.3,3.4,2.1
04/09/2013 20:12:15,-1.3,3.4,2.1
04/09/2013 20:12:16,-1.3,3.4,2.1
04/09/2013 20:12:18,-1.3,3.4,2.1
04/09/2013 20:12:19,-1.3,3.4,2.1
04/09/2013 20:12:20,-1.3,3.4,2.1
04/09/2013 20:12:22,-1.3,3.4,2.1
04/09/2013 20:12:23,-1.3,3.4,2.1
04/09/2013 20:12:24,-1.3,3.4,2.1
04/09/2013 20:12:26,-1.3,3.4,2.1
04/09/2013 20:12:27,-1.3,3.4,2.1
04/09/2013 20:12:29,-1.3,3.4,2.1
04/09/2013 20:12:30,-1.3,3.4,2.1
04/09/2013 20:12:31,-1.3,3.4,2.1
04/09/2013 20:12:33,-1.3,3.4,2.1
04/09/2013 20:12:34,-1.3,3.3,2.1
04/09/2013 20:12:35,-1.3,3.3,2.1
04/09/2013 20:12:37,-1.3,3.3,2.1
04/09/2013 20:12:38,-1.3,3.3,2.1
04/09/2013 20:12:39,-1.3,3.3,2.1
04/09/2013 20:12:41,-1.3,3.3,2.1
04/09/2013 20:12:42,-1.3,3.3,2.0
04/09/2013 20:12:43,-1.3,3.3,2.0
04/09/2013 20:12:45,-1.3,3.3,2.0
04/09/2013 20:12:46,-1.3,3.3,2.0
04/09/2013 20:12:47,-1.3,3.3,2.0
04/09/2013 20:12:49,-1.3,3.3,2.0
04/09/2013 20:12:50,-1.3,3.3,2.0
04/09/2013 20:12:51,-1.3,3.3,2.0
04/09/2013 20:12:53,-1.3,3.3,2.0
04/09/2013 20:12:54,-1.3,3.3,2.0
04/09/2013 20:12:55,-1.3,3.3,2.0
04/09/2013 20:12:57,-1.3,3.3,2.0
04/09/2013 20:12:58,-1.3,3.3,2.0
04/09/2013 20:12:59,-1.3,3.3,2.0
04/09/2013 20:13:01,-1.3,3.3,2.0
04/09/2013 20:13:02,-1.3,3.3,2.0
04/09/2013 20:13:04,-1.3,3.3,2.0
04/09/2013 20:13:05,-1.3,3.3,2.0
04/09/2013 20:13:06,-1.3,3.3,2.0
04/09/2013 20:13:08,-1.3,3.3,2.0
04/09/2013 20:13:09,-1.3,3.3,2.0
04/09/2013 20:13:10,-1.3,3.3,2.0
04/09/2013 20:13:12,-1.3,3.3,2.0
04/09/2013 20:13:13,-1.3,3.3,2.0
04/09/2013 20:13:14,-1.3,3.3,2.0
04/09/2013 20:13:16,-1.3,3.3,2.0
04/09/2013 20:13:17,-1.3,3.3,2.0
04/09/2013 20:13:18,-1.3,3.3,2.0
